,name,coauthors
29841,Andre Rodrigues,Jacques HC Delabie
29843,Andre Rodrigues,Camila Martins de Oliveira
29845,Andre Rodrigues,Vanderlan da Silva Bolzani
29847,Andre Rodrigues,Luis Octavio Regasini
29849,Andre Rodrigues,Eduardo Gonçalves Paterson Fox
29851,Andre Rodrigues,Carlos Augusto Rosa
29853,Andre Rodrigues,Melissa Fontes Landell
29855,Andre Rodrigues,Heraldo Vasconcelos
29857,Andre Rodrigues,Tatiana Pereira de Freitas Cabral
29859,Zhong Lu,Chaoying Zhao
29864,Zhong Lu,Jin-Woo Kim
29869,Zhong Lu,Charles Wicks
29874,Zhong Lu,Hyung-Sup Jung
29879,Zhong Lu,Xiaoli Ding
29884,Zhong Lu,Jeffrey T. Freymueller
29889,Zhong Lu,John A Power
29894,Zhong Lu,Timothy Masterlark
29899,Zhong Lu,C.K. Shum
29904,Zhong Lu,Tim J Wright
29909,Zhong Lu,Michael Poland
29914,Zhong Lu,Xie Hu
29919,Zhong Lu,Lei Zhang
29924,Injung Kim,Chanik Park
29928,Maxim R. Radzhabov,Vladimir Gevorgyan
29932,Maxim R. Radzhabov,Mónica Rivas
29936,Maxim R. Radzhabov,Neal Mankad
29940,Maxim R. Radzhabov,Leonid Fershtat
29944,Lauri Savioja,Tapio Lokki
29949,Lauri Savioja,Vesa Välimäki
29954,Lauri Savioja,Samuel Siltanen
29959,Lauri Savioja,Jyri Huopaniemi
29964,Lauri Savioja,Julius Smith
29969,Lauri Savioja,Jonathan Botts
29974,Lauri Savioja,Peter Svensson
29979,Lauri Savioja,Ravish Mehra
29984,Lauri Savioja,Dinesh Manocha
29989,Lauri Savioja,Damian T Murphy
29994,Lauri Savioja,Aki Härmä
29999,Lauri Savioja,Ming Lin
30004,Lauri Savioja,Antti Kelloniemi
30009,Lauri Savioja,Julian Parker
30014,Lauri Savioja,Sakari Tervo
30019,Lauri Savioja,Nikunj Raghuvanshi
30024,Lauri Savioja,Ville Pulkki
30029,Lauri Savioja,Brian FG Katz
30034,Lauri Savioja,Unto K. Laine
30039,Lauri Savioja,Brian Hamilton
30044,Lauri Savioja,Hannes Gamper
30049,Lauri Savioja,Michele Geronazzo
30054,Lauri Savioja,Samuli Laine
30059,Lauri Savioja,Philip W. Robinson
30064,Lauri Savioja,Anish Chandak
30069,Lauri Savioja,Lakulish Antani
30074,Lauri Savioja,Panu Maijala
30079,Lauri Savioja,Dr. Jose Antonio Belloch
30084,Lauri Savioja,Alberto Gonzalez
30089,Lauri Savioja,Federico Avanzini
30094,Lauri Savioja,Raine Kajastila
30099,Lauri Savioja,Seppo Pohjolainen
30104,Lauri Savioja,Cumhur Erkut
30109,Lauri Savioja,Robert Albrecht
30114,Lauri Savioja,Kai Saksela
30119,Lauri Savioja,Federico Fontana
30124,Lauri Savioja,Augusto Sarti
30129,Lauri Savioja,Antti Kuusinen
30134,Lauri Savioja,Jukka Pätynen
30139,Melissa D. Day,Rebecca Glauber
30144,Melissa D. Day,Catherine Overson
30149,Filip Ligmajer,Dangyuan Lei
30153,Filip Ligmajer,Petr Dvorak
30157,Filip Ligmajer,Kannatassen Appavoo (Krishen)
30161,Filip Ligmajer,Stefan A Maier
30165,Filip Ligmajer,Tomas Vystavel
30169,Filip Ligmajer,Miroslav Kolibal
30173,guiquan wang,David Richter
30178,guiquan wang,Micheline Abbas
30183,guiquan wang,Eric CLIMENT
30188,guiquan wang,Andrew D Bragg
30193,guiquan wang,Kee Onn Fong
30198,guiquan wang,Jesse Capecelatro
30203,guiquan wang,Filippo Coletti
30208,guiquan wang,Detlef Lohse
30213,guiquan wang,Roberto Verzicco
30218,guiquan wang,Luca Santelli
30223,guiquan wang,Duan Yanchong
30228,guiquan wang,Zhaosheng Yu
30233,guiquan wang,Richard Stevens
30238,guiquan wang,Armin Sorooshian
30243,guiquan wang,Livia S. Freire
30248,guiquan wang,Peng Xian / Peng Lynch
30253,guiquan wang,Jeffrey S. Reid
30258,guiquan wang,Diogo Bolster
30263,guiquan wang,Thomas Sherman
30268,guiquan wang,Daniel Chavas
30273,guiquan wang,Daniel P Stern
30278,guiquan wang,Marcelo Chamecki
30283,Winston Timp,Gregory Timp
30287,Winston Timp,Rachael E Workman
30291,Winston Timp,Andrew P. Feinberg
30295,Winston Timp,Utkur Mirsaidov
30299,Winston Timp,Yunfan Fan
30303,Winston Timp,Norah Sadowski
30307,Winston Timp,Roham Razaghi
30311,Winston Timp,Michael C. Schatz
30315,Winston Timp,Rafael Kleiman
30319,Winston Timp,Philip Zuzarte
30323,Winston Timp,Hector Corrada Bravo
30327,Winston Timp,Aleksei Aksimentiev
30331,Winston Timp,Jared Simpson
30335,Winston Timp,Jeffrey Comer
30339,Winston Timp,Martin L. Green
30343,Winston Timp,Kasper D. Hansen
30347,Winston Timp,Fritz J Sedlazeck
30351,Winston Timp,Trish Simner
30355,Winston Timp,Hao Wu
30359,Winston Timp,Miten Jain
30363,Winston Timp,Rafael A Irizarry
30367,Winston Timp,Ariel Gershman
30371,Winston Timp,Eiríkur Briem
30375,Winston Timp,Steven Salzberg
30379,Winston Timp,Deqiang Wang
30383,Winston Timp,Aleksey V Zimin
30387,Winston Timp,Matei David
30391,Winston Timp,L. Jonathan Dursi
30395,Winston Timp,Angela N. Brooks
30399,Winston Timp,Pranita D. Tamma, MD, MHS
30403,Winston Timp,Ben Langmead
30407,Winston Timp,Kun Zhang
30411,Winston Timp,Sarven Sabunciyan
30415,Winston Timp,Dinh Diep
30419,Winston Timp,Yun Liu
30423,Winston Timp,Mustafa Mir
30427,Winston Timp,Volker Kurz
30431,Winston Timp,Benedict Paten
30435,Winston Timp,Andrea Ghetti
30439,Winston Timp,Andre Levchenko
30443,Winston Timp,Edward M Nelson
30447,Winston Timp,Marc Ostermeier
30451,Winston Timp,Daniel J. Ehrlich
30455,Winston Timp,Jiwook Shim
30459,Winston Timp,Alexis L. Norris, PhD
30463,Winston Timp,James Eshleman
30467,Winston Timp,Klaus Schulten
30471,Winston Timp,David A Muller
30475,Winston Timp,Jan Scrimgeour
30479,Winston Timp,Xueqing Zou
30483,Winston Timp,Valentin Dimitrov
30487,Winston Timp,Glenna E. Meister
30491,Winston Timp,Michael Goggins
30495,Winston Timp,Kenneth Welch
30499,Winston Timp,Minoru SH Ko
30503,Winston Timp,Gleb M. Akselrod
30507,Winston Timp,Florian P Breitwieser
30511,Winston Timp,Elizabeth Tseng
30515,Winston Timp,Joseph W. Lyding
30519,Andrew J. Scholand,Mark Ehlen
30523,Andrew J. Scholand,Yla Tausczik
30527,Andrew J. Scholand,James W. Pennebaker
30531,Andrew J. Scholand,Michael J. Procopio
30535,Andrew J. Scholand,Richard Fujimoto
30539,Andrew J. Scholand,Sai Zeng
30543,Andrew J. Scholand,Nancy S Brodsky
30547,Tsung-Wei Ke,Stella X. Yu
30550,Tsung-Wei Ke,Jyh-Jing Hwang
30553,Tsung-Wei Ke,Michael Maire
30556,Tsung-Wei Ke,Ziwei Liu
30559,Tsung-Wei Ke,Jianbo Shi
30562,Tsung-Wei Ke,Daniela Ushizima
30565,Tsung-Wei Ke,Aaron S Brewster
30568,Tsung-Wei Ke,David Whitney
30571,Tsung-Wei Ke,Tyng-Luh Liu
30574,Tsung-Wei Ke,Yunhui Guo
30577,Tsung-Wei Ke,Xudong Wang
30580,Tsung-Wei Ke,Davi Geiger
30583,Tsung-Wei Ke,Zhihang Ren
30586,Zeno Franco, PhD,Syed M. Ahmed
30591,Zeno Franco, PhD,Mark Flower
30596,Zeno Franco, PhD,Katinka Hooyer
30601,Zeno Franco, PhD,Sheikh Iqbal Ahamed
30606,Zeno Franco, PhD,Olivia Efthimiou
30611,Zeno Franco, PhD,Scott T. Allison
30616,Zeno Franco, PhD,Craig Kuziemsky
30621,Zeno Franco, PhD,Tracey L OSullivan
30626,Zeno Franco, PhD,Marie Sandy
30631,Zeno Franco, PhD,Praveen Madiraju
30636,Zeno Franco, PhD,MD FITRAT HOSSAIN
30641,Zeno Franco, PhD,GM Tanimul Ahsan
30646,Zeno Franco, PhD,karen calhoun
30651,Zeno Franco, PhD,L. Kevin Hamberger
30656,Zeno Franco, PhD,Harris L. Friedman
30661,Zeno Franco, PhD,Elaine L. Kinsella, PhD
30666,Zeno Franco, PhD,Ari Kohen
30671,Zeno Franco, PhD,Bryan Semaan
30676,Zeno Franco, PhD,Thelma Hurd
30681,Zeno Franco, PhD,Felix Wong
30686,Zeno Franco, PhD,Lisa Egner Rein
30691,Zeno Franco, PhD,Dennis Pamlin
30696,Zeno Franco, PhD,Tanvir Roushan
30701,Zeno Franco, PhD,Emma Seppälä
30706,Zeno Franco, PhD,Niharika Jain
30711,Zeno Franco, PhD,John Meurer
30716,Zeno Franco, PhD,Terry Brandenburg
30721,Zeno Franco, PhD,Emily Hardwick
30726,Zeno Franco, PhD,Lori E Crosby
30731,Zeno Franco, PhD,Brenda Eakin
30736,Zeno Franco, PhD,Ryan Spellecy
30741,Zeno Franco, PhD,Antony J Hayes, MD
30746,Zeno Franco, PhD,Brent Dean Robbins
30751,Zeno Franco, PhD,Chad V Johnson, PhD
30756,Zeno Franco, PhD,Bryan Dosono
30761,Zeno Franco, PhD,Lauren Britton, PhD
30766,Zeno Franco, PhD,Ajay Kumar
30771,Zeno Franco, PhD,Adina L. Kalet, MD, MPH
30776,Zeno Franco, PhD,Riddhiman Adib
30781,Zeno Franco, PhD,Robert W. Hurley, MD/PhD
30786,Zeno Franco, PhD,Myah Pazdera
30791,Zeno Franco, PhD,Natalie D Baker
30796,Zeno Franco, PhD,Sabirat Rubya
30801,Zeno Franco, PhD,MD Romael Haque
30806,Zeno Franco, PhD,Leon Rothkrantz
30811,Zeno Franco, PhD,Jozef Ristvej
30816,Zeno Franco, PhD,Michael Zimmer
30821,Zeno Franco, PhD,Eli Rohn
30826,Zeno Franco, PhD,Larry E. Beutler
30831,Zeno Franco, PhD,Jose J Gonzalez
30836,Zeno Franco, PhD,José H. Canós
30841,Daniel B. Ennis,Eric Aliotta
30846,Daniel B. Ennis,Luigi E Perotti
30851,Daniel B. Ennis,Elliot McVeigh
30856,Daniel B. Ennis,Shivkumar, Kalyanam
30861,Daniel B. Ennis,Subashini Srinivasan
30866,Daniel B. Ennis,Vicky Wang
30871,Daniel B. Ennis,Holden H Wu
30876,Daniel B. Ennis,Alistair A Young
30881,Daniel B. Ennis,Gordon Kindlmann
30886,Daniel B. Ennis,Martyn Nash
30891,Daniel B. Ennis,Alan Garfinkel
30896,Daniel B. Ennis,Peter Kellman
30901,Daniel B. Ennis,William S. Klug
30906,Daniel B. Ennis,Jin Kyu Gahm
30911,Daniel B. Ennis,Ellen Kuhl
30916,Daniel B. Ennis,Aditya Ponnaluri
30921,Daniel B. Ennis,Frederick Epstein
30926,Daniel B. Ennis,David A. Kass
30931,Daniel B. Ennis,Dana C. Peters
30936,Daniel B. Ennis,Cengizhan Ozturk
30941,Daniel B. Ennis,Abbas Nasiraei Moghaddam
30946,Daniel B. Ennis,Patrick Kupelian
30951,Daniel B. Ennis,Mirza Faisal Beg
30956,Daniel B. Ennis,Raimond L Winslow
30961,Daniel B. Ennis,Michael I. Miller
30966,Daniel B. Ennis,Laurent Younes
30971,Daniel B. Ennis,Hiroshi Ashikaga, MD, PhD
30976,Daniel B. Ennis,Carl-Fredrik Westin
30981,Daniel B. Ennis,Ross Whitaker
30986,Daniel B. Ennis,Anand Santhanam
30991,Daniel B. Ennis,Thomas S Denney Jr.
30996,Daniel B. Ennis,Paul Thompson
31001,Daniel B. Ennis,Matt A Bernstein
31006,Daniel B. Ennis,Michael A Guttman
31011,Daniel B. Ennis,Richard B Thompson
31016,Daniel B. Ennis,Pratik Rohatgi
31021,Yun Li,Goncalo Abecasis
31025,Yun Li,Cristen J. Willer
31029,Yun Li,Michael Boehnke
31033,Yun Li,Jun Ding
31037,Yun Li,Mingyao Li
31041,Yun Li,Paul Scheet
31045,Yun Li,Michael C. Wu
31049,Yun Li,Liming Liang
31053,Yun Li,Andre Franke
31057,Yun Li,Wei Chen
31061,Yun Li,Karen Conneely
31065,Yun Li,Kyle Jeffrie Gaulton
31069,Yun Li,Hyun Min Kang
31073,Yun Li,Steve Buyske
31077,Yun Li,Sven Bergmann
31081,Yun Li,Laura J Scott
31085,Yun Li,Bryan Howie
31089,Yun Li,Sebastian Zöllner
31093,Yun Li,Sharon R. Browning
31097,Stephen Cotten,Todd L. Cherry
31101,Stephen Cotten,Stephan Kroll
31105,Rachel Sheppard,Ralph Milliken
31109,Rachel Sheppard,Heather Savage
31113,Rachel Sheppard,Satria Bijaksana
31117,Rachel Sheppard,Emily Brodsky
31121,Rachel Sheppard,Pratigya Polissar
31125,Rachel Sheppard,James Russell
31129,Rachel Sheppard,Mario Parente
31133,Rachel Sheppard,Brandon  C Johnson
31137,Rachel Sheppard,Melinda Dyar
31141,Rachel Sheppard,Laurie Barge
31145,Rachel Sheppard,Roger C. Wiens
31149,Rachel Sheppard,Thomas Bristow
31153,Rachel Sheppard,Michael T Thorpe
31157,Rachel Sheppard,Abigail A. Fraeman
31161,Rachel Sheppard,Wuyi Wang
31165,Rachel Sheppard,Scott Perl
31169,Rachel Sheppard,William Rapin
31173,Laura Buck,Stringer C
31174,Laura Buck,Jay T. Stock
31175,Laura Buck,Prof Dr Isabelle De Groote
31176,Laura Buck,Matthew Skinner
31177,Laura Buck,Silvia M. Bello
31178,Laura Buck,Todd C. Rae
31179,Laura Buck,Lou Albessard
31180,Laura Buck,Antoine Balzeau
31181,Laura Buck,Linus Girdland Flink
31182,Laura Buck,Robert A. Foley
31183,Laura Buck,J. Colette Berbesque
31184,Ganesh Tiwari,Björn Manuel Hegelich
31187,Ganesh Tiwari,Xuejing  Jiao
31190,Ganesh Tiwari,Rotem Kupfer
31193,Ganesh Tiwari,Juan C. Fernandez
31196,Andreas Christen,Oke TR
31201,Andreas Christen,Ben Crawford
31206,Andreas Christen,Nicholas C Coops
31211,Andreas Christen,Eva van Gorsel
31216,Andreas Christen,Sue Grimmond
31221,Andreas Christen,Thoreau Rory Tooke
31226,Andreas Christen,Zoran Nesic
31231,Andreas Christen,Matthias Roth
31236,Andreas Christen,Eberhard Parlow
31241,Andreas Christen,Marc B. Parlange
31246,Andreas Christen,Andrea Pitacco
31251,Andreas Christen,Scott Krayenhoff
31256,Andreas Christen,Mark S. Johnson
31261,Andreas Christen,ANVSatyanarayana, Ph.D.
31266,Andreas Christen,Eugenie Paul-Limoges
31271,Andreas Christen,Martin Piringer
31276,Andreas Christen,Helmut Mayer, retd.
31281,Andreas Christen,Ian McKendry
31286,Andreas Christen,Giovanni Martucci
31291,Andreas Christen,Matthias Mauder
31296,Andreas Christen,Nicholas Goodwin
31301,Andreas Christen,Manfred Krafczyk
31306,Andreas Christen,Douw Steyn
31311,Andreas Christen,Meneveau C
31316,Andreas Christen,Jiannong Fang
31321,Andreas Christen,José Luis Santiago del Río
31326,Andreas Christen,Stefan Emeis
31331,Andreas Christen,Derek W van der Kamp
31336,Andreas Christen,Massimiliano Zappa
31341,Andreas Christen,Valéry Masson
31346,Andreas Christen,Luitgard Schwendenmann
31351,Andreas Christen,Eric R. Pardyjak
31356,Andreas Christen,Michael Lehning
31361,Andreas Christen,Chad  W Higgins
31366,Andreas Christen,Christian Brümmer
31371,Andreas Christen,Marc Calaf
31376,Andreas Christen,Thomas Loridan
31381,Andreas Christen,John Selker
31386,Andreas Christen,Alexander Baklanov
31391,Andreas Christen,Patrice G. Mestayer
31396,Gonzalo Simarro,Alejandro Orfila
31400,Gonzalo Simarro,Jorge Guillen
31404,Gonzalo Simarro,Francesca Ribas
31408,Gonzalo Simarro,Cristina MS Fael
31412,Gonzalo Simarro,Ruth Durán
31416,Gonzalo Simarro,Juan M. Sayol
31420,Gonzalo Simarro,Pere Puig
31424,Gonzalo Simarro,Philip LF. Liu
31428,Gonzalo Simarro,daniel calvete manrique
31432,Gonzalo Simarro,Joaquín Tintoré Subirana
31436,Gonzalo Simarro,Eduardo Infantes
31440,Gonzalo Simarro,Marta Ribó
31444,Gonzalo Simarro,Araceli Muñoz Recio
31448,Gonzalo Simarro,Miguel Ortega Sánchez
31452,Gonzalo Simarro,Lionel Renault
31456,Gonzalo Simarro,Cristóbal López
31460,Gonzalo Simarro,Bartolome Garau
31464,Gonzalo Simarro,Mitul Luhar
31468,Gonzalo Simarro,Tjeerd J Bouma
31472,Gonzalo Simarro,Anne Molcard
31476,Gonzalo Simarro,Rui Lança
31480,Gonzalo Simarro,Pedro Jose Martin Moreta
31484,Gonzalo Simarro,giovanni coco
31488,Gonzalo Simarro,Karin R Bryan
31492,Gonzalo Simarro,Sonia Ponce de Leon
31496,Gonzalo Simarro,Juan José Egozcue
31500,Gonzalo Simarro,Pedro Diez
31504,Colin N. Brooks,Robert Shuchman
31509,Colin N. Brooks,Theresa M Ahlborn
31514,Colin N. Brooks,David M. Banach
31519,Colin N. Brooks,Devin Harris
31524,Colin N. Brooks,Adina MERENLENDER
31529,Colin N. Brooks,Thomas Oommen
31534,Colin N. Brooks,W. Charles Kerfoot
31539,Colin N. Brooks,Kurt P Kowalski
31544,Colin N. Brooks,Liza Kay Jenkins
31549,Colin N. Brooks,Martha L Carlson Mazur
31554,Colin N. Brooks,Sarah A. Green
31559,Colin N. Brooks,Timothy C. Havens
31564,Colin N. Brooks,Foad Yousef
31569,Colin N. Brooks,Casey Huckins
31574,Colin N. Brooks,Martin Auer
31579,Colin N. Brooks,Andrew Deines
31584,Colin N. Brooks,mark w rogers
31589,Colin N. Brooks,David B. Bunnell
31594,Colin N. Brooks,Lawrence Sutter
31599,Colin N. Brooks,Jeffrey J. Opperman
31604,Colin N. Brooks,Stanley Vitton
31609,Colin N. Brooks,Zachary M. Laubach
31614,Colin N. Brooks,Amy Marcarelli
31619,Colin N. Brooks,Jodi Hilty
31624,Colin N. Brooks,Amlan Mukherjee
31629,Colin N. Brooks,Maggi Kelly
31634,Colin N. Brooks,Kathleen A Lohse
31639,Colin N. Brooks,Michael Billmire
31644,Colin N. Brooks,Anika Kuczynski
31649,Colin N. Brooks,El Hachemi Bouali
31654,Colin N. Brooks,Lacey Mason
31659,Colin N. Brooks,Pasi Lautala
31664,Colin N. Brooks,Scott P. Sowa
31669,Colin N. Brooks,Kuilin Zhang
31674,Colin N. Brooks,Matthew A. Whitley
31679,Colin N. Brooks,Harvey Bootsma
31684,Colin N. Brooks,Mohsen Amjadian
31689,Colin N. Brooks,Tyler A. Erickson
31694,Colin N. Brooks,David Newburn
31699,Colin N. Brooks,R. Andrew Swartz
31704,Colin N. Brooks,Charles C. Krueger
31709,Colin N. Brooks,Alison Flatau
31714,Colin N. Brooks,Ashley A Coble
31719,Colin N. Brooks,Evan Kane
31724,Colin N. Brooks,Kevyn Juneau
31729,Colin N. Brooks,Rodney A. Chimner
31734,Colin N. Brooks,Rodrigo AA Nobrega
31739,Colin N. Brooks,Thomas R. Binder
31744,Colin N. Brooks,Eden Wells, MD, MPH, FACPM
31749,Colin N. Brooks,Mark L. Wilson
31754,Colin N. Brooks,Charles Hatt
31759,Colin N. Brooks,Mark Hickman
31764,Colin N. Brooks,Erika Hersch-Green
31769,Colin N. Brooks,Pat Chow-Fraser
31774,Colin N. Brooks,David Watkins
31779,Colin N. Brooks,Alex Mayer
31784,Colin N. Brooks,Judith Perlinger
31789,Colin N. Brooks,Dr. Justin G. Mychek-Londer
31794,Caleb McMahan,Hannah Weller
31799,Amber Boydstun,Frank Baumgartner
31804,Amber Boydstun,Rebecca A. Glazier
31809,Amber Boydstun,Justin H. Gross
31814,Amber Boydstun,Suzanna Linn
31819,Amber Boydstun,Stefaan Walgrave
31824,Amber Boydstun,Noah A. Smith
31829,Amber Boydstun,Timothy P. Jurka
31834,Amber Boydstun,Anne Hardy
31839,Amber Boydstun,Matthew T. Pietryka
31844,Amber Boydstun,Philip Resnik
31849,Kevin R Carman,John W. Fleeger
31853,Kevin R Carman,James P Barry
31857,Kevin R Carman,Jay C Means
31861,Kevin R Carman,Irving Mendelssohn
31865,Kevin R Carman,Thomas S. Bianchi
31869,Kevin R Carman,Roger M Nisbet
31873,Kevin R Carman,Samantha Joye
31877,Kevin R Carman,Rodney Powell
31881,Kevin R Carman,James L. Pinckney
31885,Kevin R Carman,Kenneth M. Brown
31889,Kevin R Carman,M. Antonio Todaro
31893,Kevin R Carman,Pierre-Yves Pascal
31897,Kevin R Carman,Maria José Caramujo
31901,Kevin R Carman,Alan M. Shiller
31905,Sunny Consolvo,James Landay
31910,Sunny Consolvo,Anthony LaMarca
31915,Sunny Consolvo,Beverly Harrison
31920,Sunny Consolvo,Jeffrey Hightower
31925,Sunny Consolvo,Predrag Klasnja
31930,Sunny Consolvo,Jon E. Froehlich
31935,Sunny Consolvo,David W. McDonald
31940,Sunny Consolvo,Mike Y. Chen - 陳彥仰
31945,Sunny Consolvo,Tanzeem Choudhury
31950,Sunny Consolvo,Robert W. Reeder
31955,Sunny Consolvo,Julie A. Kientz
31960,Sunny Consolvo,James Scott
31965,Sunny Consolvo,Eun Kyoung Choe
31970,Sunny Consolvo,Patrick Gage Kelley
31975,Sunny Consolvo,Daniel Avrahami
31980,Sunny Consolvo,Bill Schilit
31985,Sunny Consolvo,Jonathan Lester
31990,Sunny Consolvo,Elizabeth Churchill
31995,Sunny Consolvo,Tammy Toscos
32000,Sunny Consolvo,Brett E. Shelton
32005,Sunny Consolvo,Adrienne Porter Felt
32010,Sunny Consolvo,Sean A. Munson
32015,Sunny Consolvo,Karl Koscher
32020,Sunny Consolvo,Elie Bursztein
32025,Sunny Consolvo,David Wetherall
32030,Sunny Consolvo,Gregory D. Abowd
32035,Sunny Consolvo,Jennifer Mankoff
32040,Sunny Consolvo,Dirk Haehnel
32045,Sunny Consolvo,Manya Sleeper
32050,Sunny Consolvo,Kurt Thomas
32055,Sunny Consolvo,jean scholtz
32060,Sunny Consolvo,Iulia Ion
32065,Sunny Consolvo,Anna Turner
32070,Sunny Consolvo,Nova Ahmed
32075,Sunny Consolvo,Laura S. Gaytán-Lugo
32080,Sunny Consolvo,Tawanna Dillahunt
32085,Sunny Consolvo,Wanda Pratt
32090,Sunny Consolvo,Kerwell Liao
32095,Sunny Consolvo,Matthew Kay
32100,Sunny Consolvo,Nithya Sambasivan
32105,Sunny Consolvo,Ken Fishkin
32110,Sunny Consolvo,David Nemer
32115,Sunny Consolvo,Jill Palzkill Woelfer
32120,Sunny Consolvo,Alex Ainslie
32125,Sunny Consolvo,Serge Egelman
32130,Sunny Consolvo,Batya Friedman
32135,Sunny Consolvo,Christopher Thompson
32140,Sunny Consolvo,Eyal de Lara
32145,Sunny Consolvo,Alexander Varshavsky
32150,Sunny Consolvo,Matthai Philipose
32155,Sunny Consolvo,Hazim Almuhimedi حازم المحيميدي
32160,Sunny Consolvo,David Wagner
32165,Sunny Consolvo,Sakshi Jain
32170,Sunny Consolvo,Jared S Bauer, PhD
32175,Sunny Consolvo,James Fogarty
32180,Sunny Consolvo,Allison Woodruff
32185,Sunny Consolvo,Shwetak Patel
32190,Sunny Consolvo,Richard Shay
32195,Sunny Consolvo,Donald J Patterson
32200,Sunny Consolvo,Miryung Kim
32205,Sunny Consolvo,Tara Matthews
32210,Ingi Þorleifur Bjarnason,William Menke
32215,Ingi Þorleifur Bjarnason,yang shen
32220,Ingi Þorleifur Bjarnason,John VanDecar
32225,Ingi Þorleifur Bjarnason,Páll Einarsson
32230,Ingi Þorleifur Bjarnason,Robert White
32235,Ingi Þorleifur Bjarnason,Bryndís Brandsdóttir
32240,Ingi Þorleifur Bjarnason,harro schmeling
32245,Ingi Þorleifur Bjarnason,David W. Caress
32250,Ingi Þorleifur Bjarnason,Fiona Darbyshire
32255,Ingi Þorleifur Bjarnason,Georg Rümpker
32260,Ingi Þorleifur Bjarnason,Kristín Vogfjörd
32265,Ingi Þorleifur Bjarnason,Richard M Allen
32270,Ingi Þorleifur Bjarnason,Mark H. Anders
32275,Ingi Þorleifur Bjarnason,Christopher Scholz
32280,Ingi Þorleifur Bjarnason,Patience Cowie
32285,Ingi Þorleifur Bjarnason,Thomas Ruedas
32290,Ingi Þorleifur Bjarnason,Gabriele Marquart
32295,Ingi Þorleifur Bjarnason,William Wilcock
32300,Ingi Þorleifur Bjarnason,Spahr Webb
32305,Ingi Þorleifur Bjarnason,Revathy M. Parameswaran
32310,Ingi Þorleifur Bjarnason,Cecily J. Wolfe
32315,Jonathan S. Lefcheck,Emmett Duffy
32319,Jonathan S. Lefcheck,Robert J. Orth
32323,Jonathan S. Lefcheck,Graham Edgar
32327,Jonathan S. Lefcheck,Rick Stuart-Smith
32331,Jonathan S. Lefcheck,John N Griffin
32335,Jonathan S. Lefcheck,Amanda E. Bates
32339,Jonathan S. Lefcheck,Jarrett EK Byrnes {he/him}
32343,Jonathan S. Lefcheck,David J Wilcox
32347,Jonathan S. Lefcheck,Russell Thomson
32351,Jonathan S. Lefcheck,Lars Gamfeldt
32355,Jonathan S. Lefcheck,Douglas B Rasher
32359,Jonathan S. Lefcheck,Stuart Kininmonth
32363,Jonathan S. Lefcheck,Bradley Cardinale
32367,Jonathan S. Lefcheck,Rebecca R. Murphy
32371,Jonathan S. Lefcheck,Andy Hector
32375,Jonathan S. Lefcheck,Forest Isbell
32379,Jonathan S. Lefcheck,Nicole Hill
32383,Jonathan S. Lefcheck,Jemina Stuart-Smith
32387,Jonathan S. Lefcheck,Kenneth A. Moore, Kenneth Moore, KA Moore, K Moore
32391,Jonathan S. Lefcheck,Sergio A Navarrete
32395,Jonathan S. Lefcheck,Simon J Brandl
32399,Jonathan S. Lefcheck,Mikel A Becerro - ORCID: 0000-0002-6047-350X
32403,Jonathan S. Lefcheck,William C Dennison
32407,Jonathan S. Lefcheck,Donald E. Weller
32411,Jonathan S. Lefcheck,Jeremy Testa
32415,Jonathan S. Lefcheck,Cassie Gurbisz
32419,Jonathan S. Lefcheck,Michael Hannam
32423,Jonathan S. Lefcheck,Tomas Bird
32427,Jonathan S. Lefcheck,Neville Barrett
32431,Jonathan S. Lefcheck,Laura Airoldi
32435,Jonathan S. Lefcheck,Elisabeth MA Strain
32439,Jonathan S. Lefcheck,Terence P Dawson
32443,Jonathan S. Lefcheck,Susan C Baker
32447,Jonathan S. Lefcheck,Stuart J Campbell
32451,Jonathan S. Lefcheck,Trevor J Willis
32455,Jonathan S. Lefcheck,Ashley Smyth
32459,Jonathan S. Lefcheck,Marc JS Hensel
